Company,Region,City,HR / Recruiter Email,Email Source,Other Emails,Domain,Careers / Apply URL,Sample Role,Location Clause,Letter,SMTP Verification
Foxglove,Remote,,contact@foxglove-partner.com,company website,,foxglove-partner.com,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b1524f63si4689795f8f.417 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b146ed"
Tines,Remote,,hello@tines.com,company website,,tines.com,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b1506b5asi4542578f8f.210 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b146ed"
Nabu Casa,Remote,,hello@nabucasa.com,company website,,nabucasa.com,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b1525db8si4481977f8f.461 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b15152"
Sysdig,Remote,,talent@sysdig.com,company website,,sysdig.com,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b146f03bsi4614540f8f.76 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b146ecf"
Revolgy,Remote,,ask@revolgy.com,company website,,revolgy.com,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b15080adsi5050560f8f.212 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b15141"
Addepar,Remote,,ta-operations@addepar.com,company website,,addepar.com,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b1513720si4492795f8f.254 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b1525a"
Nextcloud,Remote,,jobs@nextcloud.com,company website,,nextcloud.com,https://jsgurujobs.com/jobs,,,,mx1.nextcloud.com rcpt 250 b'2.1.5 Ok' | fake:mx1.nextcloud.com rcpt 550 b'5.1.1 <no-mailbox-d91sl4ula9gc@nextcloud.com>: Recipient address rejected: User unknown'
Forte Group,Remote,,contact@fortegrp.com,company website,,fortegrp.com,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b1514a4bsi4691158f8f.296 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b151f4"
LifeMD,Remote,,info@lifemd.com,company website,,lifemd.com,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b151f0d3si4195994f8f.361 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b15069"
Confiant,Remote,,contact@confiant.com,company website,,confiant.com,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b151fc53si4666151f8f.403 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b15268"
Logic Joe,Remote,,hello@logic-joe.com,company website,,logic-joe.com,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b1506e3dsi4351148f8f.224 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b151d5"
Garner Health,Remote,,talent@getgarner.com,company website,,getgarner.com,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b14784d7si4647965f8f.115 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b146ee"
reeeliance,Remote,,info@reeeliance.com,company website,,reeeliance.com,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b1477cb6si4565022f8f.118 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b1522a"
Social Discovery Group,Remote,,hr@sdgroup.ai,company website,,socialdiscoverygroup.com,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK 5b1f17b1804b1-499aa0aca0csi45189625e9.11 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b1513b6"
Osome,Remote,,hi@osome.com,company website,,osome.com,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b151e88asi4389166f8f.348 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b1507e"
Ontra,Remote,,info@ontra.ai,company website,,ontra.ai,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b1506a7fsi4496471f8f.213 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b151e9"
Darwoft,Remote,,cristian.bullokles@darwoft.com,company website,,darwoft.com,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b1531a79si4433870f8f.499 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b1514a"
ioet,Remote,,info@ioet.com,company website,,ioet.com,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b1513b6esi4348700f8f.275 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser 5b1f17b1804b1-499aca3b0"
Spectarium,Remote,,contact@spectarium.games,company website,,spectarium.games,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b15141ffsi4594576f8f.268 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b15135"
Monterail,Remote,,hello@monterail.com,company website,,monterail.com,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b147851esi4538686f8f.128 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b15082"
Sticker Mule,Remote,,mgmt@stickermule.com,company website,,stickermule.com,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b1508c76si4619798f8f.154 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b146ed"
SynMax,Remote,,careers@synmax.com,company website,,synmax.com,https://jsgurujobs.com/jobs,,,,"smtp.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b146eb3fsi4651397f8f.35 - gsmtp' | fake:smtp.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser 5b1f17b1804b1-499aca3b09asi409"
OX Security,Remote,,contact@ox.security,company website,,ox.security,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b151ed6fsi4576080f8f.366 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b1514b"
Storyblok,Remote,,talent.acquisition@storyblok.com,company website,,storyblok.com,https://jsgurujobs.com/jobs,,,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-482b146ef28si4349899f8f.1 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-482b1514ac7"
