Company,Region,City,HR / Recruiter Email,Email Source,Other Emails,Domain,Careers / Apply URL,Sample Role,SMTP Verification
Vespa,Europe,Trondheim,jobs@vespa.ai,guessed pattern (verify before sending),,vespa.ai,https://vespa.ai/careers,,"smtp.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f236879si16365452f8f.39 - gsmtp' | fake:smtp.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f24de6fsi16"
Akamai,Remote,Worldwide,careers@akamai.com,guessed pattern (verify before sending),,akamai.com,https://akamai.com/careers,,mx0a-00190b01.pphosted.com rcpt 250 b'2.1.5 Recipient ok' | fake:mx0a-00190b01.pphosted.com rcpt 550 b'5.1.1 User Unknown'
Applitools,Remote,Worldwide,hr@applitools.com,guessed pattern (verify before sending),,applitools.com,https://applitools.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f238705si15118820f8f.84 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f30f8"
Browserbase,Remote,Worldwide,jobs@browserbase.com,guessed pattern (verify before sending),,browserbase.com,https://browserbase.com/careers,,"smtp.google.com rcpt 250 b'2.1.5 OK 5b1f17b1804b1-499961312cfsi29226005e9.15 - gsmtp' | fake:smtp.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f35092dsi166"
Cilium,Remote,Worldwide,jobs@cilium.io,guessed pattern (verify before sending),,cilium.io,https://cilium.io/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f32cdf5si20030757f8f.361 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f300"
Code,Remote,Worldwide,careers@codeium.com,guessed pattern (verify before sending),,codeium.com,https://codeium.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f30c892si15902097f8f.242 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser 5b1f17b1804b1-499960c8"
Copper,Remote,Worldwide,careers@copper.com,guessed pattern (verify before sending),,copper.com,https://copper.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK 5b1f17b1804b1-499960e79c7si28764235e9.19 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f23693"
Heroku,Remote,Worldwide,hr@heroku.com,guessed pattern (verify before sending),,heroku.com,https://heroku.com/careers,,"smtp.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f2feac9si15469218f8f.146 - gsmtp' | fake:smtp.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f34c223si1"
Katalon,Remote,Worldwide,careers@katalon.com,guessed pattern (verify before sending),,katalon.com,https://katalon.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f24dd3esi15721081f8f.117 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f236"
Keeper,Remote,Worldwide,careers@keepersecurity.com,guessed pattern (verify before sending),,keepersecurity.com,https://keepersecurity.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f3187aesi16518807f8f.295 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser 5b1f17b1804b1-499960d3"
LambdaTest,Remote,Worldwide,hr@lambdatest.com,guessed pattern (verify before sending),,lambdatest.com,https://lambdatest.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f318724si15292534f8f.289 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser 5b1f17b1804b1-499877f3"
LanceDB,Remote,Worldwide,jobs@lancedb.com,guessed pattern (verify before sending),,lancedb.com,https://lancedb.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f236db9si14720779f8f.15 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f30c7"
Medium,Remote,Worldwide,jobs@medium.com,guessed pattern (verify before sending),,medium.com,https://medium.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f33e273si15407008f8f.428 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f235"
Search,Remote,Worldwide,jobs@searchapi.io,guessed pattern (verify before sending),,searchapi.io,https://searchapi.io/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f3002a0si16314822f8f.145 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f341"
Sumo,Remote,Worldwide,jobs@sumologic.com,guessed pattern (verify before sending),,sumologic.com,https://sumologic.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f33e002si14927562f8f.443 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser 5b1f17b1804b1-499960f6"
TigerGraph,Remote,Worldwide,hr@tigergraph.com,guessed pattern (verify before sending),,tigergraph.com,https://tigergraph.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f2363d2si16485969f8f.62 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f2fe9"
Trafilea,Remote,Worldwide,hr@trafilea.com,guessed pattern (verify before sending),,trafilea.com,https://trafilea.com/careers,,"smtp.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f31dc70si15489864f8f.325 - gsmtp' | fake:smtp.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f2fec2csi1"
Unsplash,Remote,Worldwide,join@unsplash.com,guessed pattern (verify before sending),,unsplash.com,https://unsplash.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f2366f6si16463895f8f.56 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f333e"
WebEngage,Remote,Worldwide,hr@webengage.com,guessed pattern (verify before sending),,webengage.com,https://webengage.com/careers,,"aspmx.l.google.com rcpt 250 b'2.1.5 OK ffacd0b85a97d-4815f2366d3si15849683f8f.19 - gsmtp' | fake:aspmx.l.google.com rcpt 550 b""5.1.1 The email account that you tried to reach does not exist. Please try\n5.1.1 double-checking the recipient's email address for typos or\n5.1.1 unnecessary spaces. For more information, go to\n5.1.1  https://support.google.com/mail/?p=NoSuchUser ffacd0b85a97d-4815f33e3"
