Company,Region,City,HR / Recruiter Email,Email Source,Other Emails,Domain,Careers / Apply URL,Sample Role
Vizteck Solutions,Karachi,Karachi,careers@vizteck.com,guessed pattern (verify before sending),hr@vizteck.com,vizteck.com,https://vizteck.com/careers,
Xgrid,Karachi,Karachi,careers@xgrid.co,guessed pattern (verify before sending),hr@xgrid.co,xgrid.co,https://xgrid.co/careers,
Zameen,Karachi,Karachi,careers@zameen.com,guessed pattern (verify before sending),hr@zameen.com,zameen.com,https://zameen.com/careers,
Airtable,Pakistan,Anywhere in the World,hr@airtable.com,job posting,,,https://weworkremotely.com/remote-jobs/airtable-software-engineer-infrastructure-8-yoe,"Software Engineer, Infrastructure (8+ YOE)"
Allied Bank,Pakistan,Lahore,careers@abl.com,guessed pattern (verify before sending),hr@abl.com,abl.com,https://abl.com/careers,
Arbisoft,Pakistan,Lahore,contact@arbisoft.com,known company contact,kontakt@arbisoft.com,arbisoft.com,https://arbisoft.com/careers,
Askari Bank,Pakistan,Islamabad,careers@askaribank.com,guessed pattern (verify before sending),hr@askaribank.com,askaribank.com,https://askaribank.com/careers,
Bookme,Pakistan,Lahore,careers@bookme.pk,company website,"hr@bookme.pk, contact@bookme.pk",bookme.pk,https://bookme.pk/careers,
BrightSpyre,Pakistan,Islamabad,careers@brightspyre.com,guessed pattern (verify before sending),hr@brightspyre.com,brightspyre.com,https://brightspyre.com/careers,
Cloudflare,Pakistan,Anywhere in the World,hr@cloudflare.com,job posting,,,https://weworkremotely.com/remote-jobs/cloudflare-principal-partner-solutions-engineer-saarc-based-in-bangalore,"Principal Partner Solutions Engineer, SAARC (Based in Bangalore)"
Code Ninety,Pakistan,Islamabad,careers@codeninety.com,guessed pattern (verify before sending),hr@codeninety.com,codeninety.com,https://codeninety.com/careers,
Coderisti / Recur,Pakistan,Lahore,careers@recur.com,guessed pattern (verify before sending),hr@recur.com,recur.com,https://recur.com/careers,
Confiz,Pakistan,Lahore,careers@confiz.com,guessed pattern (verify before sending),hr@confiz.com,confiz.com,https://confiz.com/careers,
DevBatch,Pakistan,Lahore,careers@devbatch.com,company website,"hr@devbatch.com, inquiry@devbatch.com",devbatch.com,https://devbatch.com/careers,
Devsinc,Pakistan,Lahore / Islamabad,sales@devsinc.com,known company contact,global.business@devsinc.com,devsinc.com,https://devsinc.com/careers,
DPL,Pakistan,Islamabad,careers@dpl.com.pk,guessed pattern (verify before sending),hr@dpl.com.pk,dpl.com.pk,https://dpl.com.pk/careers,
Dubizzle Labs,Pakistan,Lahore,careers@dubizzlelabs.com,company website,"hr@dubizzlelabs.com, info@dubizzlelabs.com",dubizzlelabs.com,https://dubizzlelabs.com/careers,
Easypaisa,Pakistan,Islamabad,careers@easypaisa.com.pk,company website,"hr@easypaisa.com.pk, info@easypaisa.com.pk, complaints@easypaisa.com.pk",easypaisa.com.pk,https://easypaisa.com.pk/careers,
Elixir Technologies,Pakistan,Islamabad,careers@elixirtech.com,guessed pattern (verify before sending),hr@elixirtech.com,elixirtech.com,https://elixirtech.com/careers,
Empiric,Pakistan,Lahore,careers@empiric.com,guessed pattern (verify before sending),hr@empiric.com,empiric.com,https://empiric.com/careers,
Emumba,Pakistan,Islamabad,careers@emumba.com,guessed pattern (verify before sending),hr@emumba.com,emumba.com,https://emumba.com/careers,
Finja,Pakistan,Lahore,careers@finja.pk,company website,"hr@finja.pk, info@finja.pk",finja.pk,https://finja.pk/careers,
HazenTech,Pakistan,Islamabad,careers@hazentech.com,company website,hr@hazentech.com,hazentech.com,https://hazentech.com/careers,
JazzCash,Pakistan,Islamabad,careers@jazzcash.com.pk,guessed pattern (verify before sending),hr@jazzcash.com.pk,jazzcash.com.pk,https://jazzcash.com.pk/careers,
LaunchDarkly,Pakistan,Anywhere in the World,careers@launchdarkly.com,job posting,hr@launchdarkly.com,,https://weworkremotely.com/remote-jobs/launchdarkly-backend-engineer-flag-delivery,"Backend Engineer, Flag Delivery"
LMKT,Pakistan,Islamabad,careers@lmkt.com,company website,hr@lmkt.com,lmkt.com,https://lmkt.com/careers,
MCB Bank,Pakistan,Lahore,careers@mcb.com.pk,company website,"hr@mcb.com.pk, varun.mody@mcb.com.pk",mcb.com.pk,https://mcb.com.pk/careers,
Nayatel,Pakistan,Islamabad,careers@nayatel.com,company website,"hr@nayatel.com, billing@nayatel.com",nayatel.com,https://nayatel.com/careers,
Netsmartz,Pakistan,Lahore,careers@netsmartz.com,company website,hr@netsmartz.com,netsmartz.com,https://netsmartz.com/careers,
Netsol,Pakistan,Lahore,careers@netsoltech.com,guessed pattern (verify before sending),hr@netsoltech.com,netsoltech.com,https://netsoltech.com/careers,
Nextbridge,Pakistan,Lahore,careers@nextbridge.pk,guessed pattern (verify before sending),hr@nextbridge.pk,nextbridge.pk,https://nextbridge.pk/careers,
Powersoft19,Pakistan,Lahore,careers@powersoft19.com,guessed pattern (verify before sending),hr@powersoft19.com,powersoft19.com,https://powersoft19.com/careers,
PriceOye,Pakistan,Lahore,careers@priceoye.pk,guessed pattern (verify before sending),hr@priceoye.pk,priceoye.pk,https://priceoye.pk/careers,
PTCL,Pakistan,Islamabad,careers@ptcl.com.pk,guessed pattern (verify before sending),hr@ptcl.com.pk,ptcl.com.pk,https://ptcl.com.pk/careers,
PureLogics,Pakistan,Lahore,careers@purelogics.com,company website,"hr@purelogics.com, info@purelogics.com",purelogics.com,https://purelogics.com/careers,
Rolustech,Pakistan,Lahore,careers@rolustech.com,company website,hr@rolustech.com,rolustech.com,https://rolustech.com/careers,
S&P Global Pakistan,Pakistan,Islamabad,careers@spglobal.com,guessed pattern (verify before sending),hr@spglobal.com,spglobal.com,https://spglobal.com/careers,
Sekel Technologies,Pakistan,Lahore,careers@sekeltech.com,guessed pattern (verify before sending),hr@sekeltech.com,sekeltech.com,https://sekeltech.com/careers,
Shophive,Pakistan,Lahore,careers@shophive.com,company website,"hr@shophive.com, jobs@shophive.com, info@shophive.com, ceo@shophive.com, corporate@shophive.com",shophive.com,https://shophive.com/careers,
Speridian Technologies,Pakistan,Islamabad,careers@speridian.com,company website,"hr@speridian.com, info@speridian.com",speridian.com,https://speridian.com/careers,
Techverx,Pakistan,Lahore,careers@techverx.com,company website,"hr@techverx.com, info@techverx.com",techverx.com,https://techverx.com/careers,
Teknobuilt,Pakistan,Islamabad,careers@teknobuilt.com,company website,"hr@teknobuilt.com, info@teknobuilt.com",teknobuilt.com,https://teknobuilt.com/careers,
Thoughtworks,Pakistan,PK / global,careers@thoughtworks.com,known company contact,"info-us@thoughtworks.com, sg-th-sharedservices@thoughtworks.com, backgroundverification-india@thoughtworks.com, hr@thoughtworks.com, jobs@thoughtworks.com, talent@thoughtworks.com, recruiting@thoughtworks.com",thoughtworks.com,https://www.thoughtworks.com/careers/jobs/8052979?gh_jid=8052979,Lead Developer (Python /Node.js +React)
Tkxel,Pakistan,Lahore,careers@tkxel.com,guessed pattern (verify before sending),hr@tkxel.com,tkxel.com,https://tkxel.com/careers,
Ufone,Pakistan,Islamabad,careers@ufone.com,guessed pattern (verify before sending),hr@ufone.com,ufone.com,https://ufone.com/careers,
Zigron,Pakistan,Islamabad,careers@zigron.com,company website,hr@zigron.com,zigron.com,https://zigron.com/careers,
Zong CMPak,Pakistan,Islamabad,careers@zong.com.pk,guessed pattern (verify before sending),hr@zong.com.pk,zong.com.pk,https://zong.com.pk/careers,
Al Jazeera Digital,Qatar,Doha,careers@aljazeera.com,guessed pattern (verify before sending),hr@aljazeera.com,aljazeera.com,https://aljazeera.com/careers,
BeIN Media Group,Qatar,Doha,careers@bein.com,guessed pattern (verify before sending),hr@bein.com,bein.com,https://bein.com/careers,
Commercial Bank Qatar,Qatar,Doha,careers@cbq.qa,guessed pattern (verify before sending),hr@cbq.qa,cbq.qa,https://cbq.qa/careers,
Doha Bank,Qatar,Doha,careers@dohabank.com.qa,company website,"hr@dohabank.com.qa, hellodoha@dohabank.com.qa",dohabank.com.qa,https://dohabank.com.qa/careers,
HBKU / Qatar Foundation IT,Qatar,Doha,careers@hbku.edu.qa,guessed pattern (verify before sending),hr@hbku.edu.qa,hbku.edu.qa,https://hbku.edu.qa/careers,
Malomatia,Qatar,Doha,careers@malomatia.com,company website,"hr@malomatia.com, info@malomatia.com",malomatia.com,https://malomatia.com/careers,
Mannai,Qatar,Doha,careers@mannai.com,company website,"hr@mannai.com, recruitment@mannai.com.qa",mannai.com,https://mannai.com/careers,
Masraf Al Rayan,Qatar,Doha,careers@alrayan.com,company website,"hr@alrayan.com, ari.info@alrayan.com, u003eari.info@alrayan.com, ir@alrayan.com, u003eir@alrayan.com, shareholdersaffairs@alrayan.com, u003eshareholdersaffairs@alrayan.com, tony.merhej@alrayan.com, wecare@alrayan.com, u003ewecare@alrayan.com",alrayan.com,https://alrayan.com/careers,
Meeza,Qatar,Doha,careers@meeza.net,company website,"hr@meeza.net, investors@meeza.net, info@meeza.net",meeza.net,https://meeza.net/careers,
Ooredoo Money,Qatar,Doha,careers@ooredoomoney.com,guessed pattern (verify before sending),hr@ooredoomoney.com,ooredoomoney.com,https://ooredoomoney.com/careers,
QatarEnergy Digital,Qatar,Doha,careers@qatarenergy.qa,guessed pattern (verify before sending),hr@qatarenergy.qa,qatarenergy.qa,https://qatarenergy.qa/careers,
QCRI,Qatar,Doha,careers@qcri.org,guessed pattern (verify before sending),hr@qcri.org,qcri.org,https://qcri.org/careers,
QNB Digital,Qatar,Doha,careers@qnb.com,guessed pattern (verify before sending),hr@qnb.com,qnb.com,https://qnb.com/careers,
Rafeeq,Qatar,Doha / remote,careers@rafeeqapp.com,guessed pattern (verify before sending),hr@rafeeqapp.com,rafeeqapp.com,https://rafeeqapp.com/careers,
Sidra Medicine Digital,Qatar,Doha,careers@sidra.org,company website,"hr@sidra.org, international.services@sidra.org, patientfeedback@sidra.org",sidra.org,https://sidra.org/careers,
Snoonu,Qatar,Doha / remote,careers@snoonu.com,guessed pattern (verify before sending),hr@snoonu.com,snoonu.com,https://snoonu.com/careers,
Vodafone Qatar,Qatar,Doha,careers@vodafone.qa,guessed pattern (verify before sending),hr@vodafone.qa,vodafone.qa,https://vodafone.qa/careers,
Woqod,Qatar,Doha,careers@woqod.com.qa,guessed pattern (verify before sending),hr@woqod.com.qa,woqod.com.qa,https://woqod.com.qa/careers,
Almoayyed Computers,Bahrain,Manama,careers@almoayyed.com,company website,"hr@almoayyed.com, jobs@almoayyed.com, crm@almoayyed.com",almoayyed.com,https://almoayyed.com/careers,
Bahrain FinTech Bay,Bahrain,Manama,careers@bahrainfintechbay.com,guessed pattern (verify before sending),hr@bahrainfintechbay.com,bahrainfintechbay.com,https://bahrainfintechbay.com/careers,
Batelco,Bahrain,Manama,careers@batelco.com,guessed pattern (verify before sending),hr@batelco.com,batelco.com,https://batelco.com/careers,
Benefit,Bahrain,Manama,careers@benefit.bh,guessed pattern (verify before sending),hr@benefit.bh,benefit.bh,https://benefit.bh/careers,
Beyon / Batelco,Bahrain,Manama,careers@beyon.com,guessed pattern (verify before sending),hr@beyon.com,beyon.com,https://beyon.com/careers,
BMMI Group Digital,Bahrain,Manama,careers@bmmi.com,guessed pattern (verify before sending),hr@bmmi.com,bmmi.com,https://bmmi.com/careers,
C5 Accelerate,Bahrain,Manama,careers@c5accelerate.com,guessed pattern (verify before sending),hr@c5accelerate.com,c5accelerate.com,https://c5accelerate.com/careers,
CrediMax,Bahrain,Manama,careers@credimax.com.bh,guessed pattern (verify before sending),hr@credimax.com.bh,credimax.com.bh,https://credimax.com.bh/careers,
Fakhro Electronics,Bahrain,Manama,careers@fakhro.com,company website,"hr@fakhro.com, info@fakhro.com",fakhro.com,https://fakhro.com/careers,
GFH Financial,Bahrain,Manama,careers@gfh.com,guessed pattern (verify before sending),hr@gfh.com,gfh.com,https://gfh.com/careers,
Investcorp,Bahrain,Manama,careers@investcorp.com,company website,"hr@investcorp.com, corpcomms@investcorp.com, investorrelations@investcorp.com, reportcyberfraud@investcorp.com, info@investcorp.com, clientcomplaintsofficer@investcorp.com",investcorp.com,https://investcorp.com/careers,
Ithmaar Bank Digital,Bahrain,Manama,careers@ithmaarbank.com,guessed pattern (verify before sending),hr@ithmaarbank.com,ithmaarbank.com,https://ithmaarbank.com/careers,
Rain Bahrain,Bahrain,Manama,careers@rain.bh,guessed pattern (verify before sending),hr@rain.bh,rain.bh,https://rain.bh/careers,
stc Bahrain,Bahrain,Manama,careers@stc.com.bh,guessed pattern (verify before sending),hr@stc.com.bh,stc.com.bh,https://stc.com.bh/careers,
Tarabut,Bahrain,Manama / remote,careers@tarabut.com,company website,"hr@tarabut.com, info@tarabut.com",tarabut.com,https://tarabut.com/careers,
Tenmou,Bahrain,Manama,careers@tenmou.me,company website,"hr@tenmou.me, info@tenmou.me",tenmou.me,https://tenmou.me/careers,
Agility,Kuwait,Kuwait / remote,careers@agility.com,guessed pattern (verify before sending),hr@agility.com,agility.com,https://agility.com/careers,
Boutiqaat,Kuwait,Kuwait,careers@boutiqaat.com,guessed pattern (verify before sending),hr@boutiqaat.com,boutiqaat.com,https://boutiqaat.com/careers,
Gulf Bank,Kuwait,Kuwait,careers@e-gulfbank.com,guessed pattern (verify before sending),hr@e-gulfbank.com,e-gulfbank.com,https://e-gulfbank.com/careers,
Kuwait Finance House,Kuwait,Kuwait,careers@kfh.com,guessed pattern (verify before sending),hr@kfh.com,kfh.com,https://kfh.com/careers,
MyFatoorah,Kuwait,Kuwait / Bahrain,careers@myfatoorah.com,guessed pattern (verify before sending),hr@myfatoorah.com,myfatoorah.com,https://myfatoorah.com/careers,
NBK Digital,Kuwait,Kuwait,careers@nbk.com,company website,"hr@nbk.com, yourcareer@nbk.com.eg",nbk.com,https://nbk.com/careers,
stc Kuwait,Kuwait,Kuwait,careers@stc.com.kw,guessed pattern (verify before sending),hr@stc.com.kw,stc.com.kw,https://stc.com.kw/careers,
Tap Payments,Kuwait,Kuwait / remote,careers@tap.company,guessed pattern (verify before sending),hr@tap.company,tap.company,https://tap.company/careers,
Zain,Kuwait,Kuwait / remote,careers@zain.com,guessed pattern (verify before sending),hr@zain.com,zain.com,https://zain.com/careers,
Zain Cash,Kuwait,Kuwait / Iraq,careers@zaincash.iq,guessed pattern (verify before sending),hr@zaincash.iq,zaincash.iq,https://zaincash.iq/careers,
Awasr,Oman,Muscat,careers@awasr.om,guessed pattern (verify before sending),hr@awasr.om,awasr.om,https://awasr.om/careers,
Bank Muscat Digital,Oman,Muscat,careers@bankmuscat.com,company website,"hr@bankmuscat.com, care@bankmuscat.com",bankmuscat.com,https://bankmuscat.com/careers,
Oman Arab Bank Digital,Oman,Muscat,careers@oman-arabbank.com,company website,"hr@oman-arabbank.com, career@oman-arabbank.com",oman-arabbank.com,https://oman-arabbank.com/careers,
Omantel,Oman,Muscat,careers@omantel.om,company website,"hr@omantel.om, self.service@omantel.om, u003ebusiness@omantel.om",omantel.om,https://omantel.om/careers,
Ooredoo Oman,Oman,Muscat,careers@ooredoo.om,company website,"hr@ooredoo.om, b2boutbound@ooredoo.om",ooredoo.om,https://ooredoo.om/careers,
AIQ,UAE,Abu Dhabi,careers@aiq.com,company website,"hr@aiq.com, partnerships@aiq.com",aiq.com,https://aiq.com/careers,
Alaan,UAE,Dubai / remote,careers@alaan.com,company website,hr@alaan.com,alaan.com,https://alaan.com/careers,
Barakat,UAE,Dubai,careers@barakatfresh.ae,company website,"hr@barakatfresh.ae, info@barakatfresh.ae",barakatfresh.ae,https://barakatfresh.ae/careers,
Bayanat,UAE,Abu Dhabi,careers@bayanat.ai,guessed pattern (verify before sending),hr@bayanat.ai,bayanat.ai,https://bayanat.ai/careers,
Beehive,UAE,Dubai / remote,careers@beehive.ae,company website,"hr@beehive.ae, info@beehive.ae, sme@beehive.ae, investors@beehive.ae",beehive.ae,https://beehive.ae/careers,
BitOasis,UAE,Dubai / remote,careers@bitoasis.net,guessed pattern (verify before sending),hr@bitoasis.net,bitoasis.net,https://bitoasis.net/careers,
Botim,UAE,Dubai / remote,careers@botim.me,company website,"hr@botim.me, customerservice@botim.me, contact@botim.me",botim.me,https://botim.me/careers,
Cafu,UAE,Dubai,careers@cafu.com,guessed pattern (verify before sending),hr@cafu.com,cafu.com,https://cafu.com/careers,
Cars24 Gulf,UAE,Dubai / remote,careers@cars24.com,guessed pattern (verify before sending),hr@cars24.com,cars24.com,https://cars24.com/careers,
Cartlow,UAE,Dubai / remote,careers@cartlow.com,company website,"hr@cartlow.com, hello@cartlow.com",cartlow.com,https://cartlow.com/careers,
Checkout.com,UAE,Dubai / remote,careers@checkout.com,known company contact,"pr@checkout.com, yourpayments@checkout.com, talent.acquisition@checkout.com",checkout.com,https://checkout.com/careers,
Core42,UAE,Abu Dhabi / remote,careers@core42.ai,guessed pattern (verify before sending),hr@core42.ai,core42.ai,https://core42.ai/careers,
Digital14,UAE,Abu Dhabi,careers@digital14.com,guessed pattern (verify before sending),hr@digital14.com,digital14.com,https://digital14.com/careers,
